Employee_ID,Employee_Name,Department,Tasks_Completed,Task_Completion_Time,Hours_Worked,Productivity_Score,Date,Performance_Rating
E2113,James Anderson,HR,12,3.75,38,70.18,18-01-2026,Average
E2114,Robert Brown,Sales,48,2.03,40,97.74,19-01-2026,Excellent
E2115,David Wilson,Sales,36,4.88,42,80.3,20-01-2026,Good
E2116,Robert Brown,Marketing,16,3.11,43,63.08,21-01-2026,Average
E2117,Sarah Lee,IT,40,3.46,44,83.72,22-01-2026,Good
E2118,Emily Davis,Sales,49,0.94,45,85.63,23-01-2026,Good
E2119,David Wilson,Sales,38,0.78,50,94.2,24-01-2026,Excellent
E2120,Emily Davis,Sales,29,4.31,34,98.54,25-01-2026,Excellent
E2121,Jane Smith,HR,40,4.88,30,64.36,26-01-2026,Average
E2122,Jane Smith,Finance,15,1.91,46,77.9,27-01-2026,Good
E2123,Michael Johnson,Sales,30,2.37,46,83.52,28-01-2026,Good
E2124,Emily Davis,HR,24,1.41,33,83.87,29-01-2026,Good
E2125,Olivia Thomas,HR,49,1.26,35,66.48,30-01-2026,Average
E2126,John Doe,HR,50,1.52,30,90.59,31-01-2026,Excellent
E2127,Sarah Lee,Sales,42,4.38,42,87.96,01-02-2026,Good
E2128,Olivia Thomas,Finance,24,3.96,38,67.7,02-02-2026,Average
E2129,Sophia Martinez,Finance,44,0.63,35,97.91,03-02-2026,Excellent
E2130,Sarah Lee,Sales,30,3.13,44,91.54,04-02-2026,Excellent
E2131,James Anderson,IT,27,4.5,44,85.14,05-02-2026,Good
E2132,Michael Johnson,IT,23,1.18,43,67.17,06-02-2026,Average
E2133,Olivia Thomas,Marketing,16,0.95,35,61.12,07-02-2026,Average
E2134,Jane Smith,HR,48,3.87,41,80.51,08-02-2026,Good
E2135,Sophia Martinez,HR,49,1.11,40,79.13,09-02-2026,Good
E2136,Olivia Thomas,Marketing,16,2.88,34,67.38,10-02-2026,Average
E2137,David Wilson,Finance,22,3.48,38,92.04,11-02-2026,Excellent
E2138,Robert Brown,HR,12,3.78,47,82.26,12-02-2026,Good
E2139,Emily Davis,Sales,32,3.95,39,80.99,13-02-2026,Good
E2140,James Anderson,Finance,13,1.09,48,82.65,14-02-2026,Good
E2141,Robert Brown,IT,49,1.36,46,71.01,15-02-2026,Average
E2142,David Wilson,IT,38,2.61,33,86.55,16-02-2026,Good
E2143,James Anderson,Marketing,45,0.6,32,60.02,17-02-2026,Average
E2144,James Anderson,Sales,33,1.15,36,84.11,18-02-2026,Good
E2145,John Doe,Finance,29,4.14,33,65.29,19-02-2026,Average
E2146,Michael Johnson,Finance,24,2.21,32,86.44,20-02-2026,Good
E2147,Olivia Thomas,Marketing,29,0.85,50,85.13,21-02-2026,Good
E2148,Michael Johnson,IT,44,3.67,46,79.42,22-02-2026,Good
E2149,Olivia Thomas,IT,50,1.31,47,68.83,23-02-2026,Average
E2150,Jane Smith,IT,22,4.1,34,61.57,24-02-2026,Average
E2151,David Wilson,Marketing,45,4.01,42,78.31,25-02-2026,Good
E2152,Sarah Lee,Finance,49,1.5,43,98.82,26-02-2026,Excellent
E2153,Michael Johnson,HR,15,2.63,41,78.91,27-02-2026,Good
E2154,Sarah Lee,Finance,47,3.47,42,78.75,28-02-2026,Good
E2155,John Doe,Sales,20,3.76,48,91.09,01-03-2026,Excellent
E2156,John Doe,HR,21,3.33,43,85.47,02-03-2026,Good
E2157,David Wilson,Sales,40,1.99,36,81.82,03-03-2026,Good
E2158,Michael Johnson,Finance,44,0.74,37,65.49,04-03-2026,Average
E2159,Olivia Thomas,Finance,41,4.21,32,63.62,05-03-2026,Average
E2160,Emily Davis,Finance,49,3.77,49,96.04,06-03-2026,Excellent
E2161,Robert Brown,Sales,37,2.13,33,89.89,07-03-2026,Good
E2162,Jane Smith,HR,26,4.14,36,82.02,08-03-2026,Good
E2163,Sarah Lee,Sales,12,3.56,38,86.52,09-03-2026,Good
E2164,Sarah Lee,HR,37,1.85,48,65.7,10-03-2026,Average
E2165,James Anderson,Marketing,46,3.47,46,80.66,11-03-2026,Good
E2166,David Wilson,Marketing,19,1.17,33,98.03,12-03-2026,Excellent
E2167,Sarah Lee,Marketing,14,2.32,35,80.16,13-03-2026,Good
E2168,Olivia Thomas,IT,45,4.33,46,85.16,14-03-2026,Good
E2169,Robert Brown,Finance,25,2.99,33,95.88,15-03-2026,Excellent
E2170,Sophia Martinez,IT,13,2.77,35,93.05,16-03-2026,Excellent
E2171,David Wilson,IT,21,0.55,47,90.71,17-03-2026,Excellent
E2172,Emily Davis,Sales,11,3.88,43,75.27,18-03-2026,Good
E2173,Olivia Thomas,Sales,15,1.04,49,95.55,19-03-2026,Excellent
E2174,Olivia Thomas,IT,29,3.11,33,71.02,20-03-2026,Average
E2175,James Anderson,Sales,26,3.47,37,74.63,21-03-2026,Average
E2176,Michael Johnson,IT,36,1.21,31,92.22,22-03-2026,Excellent
E2177,Sarah Lee,IT,45,3.52,37,88.16,23-03-2026,Good
E2178,Emily Davis,Marketing,26,3.23,30,73.67,24-03-2026,Average
E2179,David Wilson,Sales,23,3,41,95.02,25-03-2026,Excellent
E2180,David Wilson,Marketing,11,4.55,43,84.76,26-03-2026,Good
E2181,Jane Smith,Marketing,30,2.17,47,80.89,27-03-2026,Good
E2182,Emily Davis,HR,31,2.02,46,85.27,28-03-2026,Good
E2183,John Doe,Finance,30,2.07,43,95.24,29-03-2026,Excellent
E2184,Michael Johnson,Sales,24,0.74,30,69.1,30-03-2026,Average
E2185,Sophia Martinez,HR,28,2.42,31,95.64,31-03-2026,Excellent
E2186,John Doe,IT,18,2.01,45,96.92,01-04-2026,Excellent
E2187,Olivia Thomas,Marketing,35,1.87,36,79.89,02-04-2026,Good
E2188,Jane Smith,IT,29,2.39,42,96.09,03-04-2026,Excellent
E2189,David Wilson,Sales,38,3.06,33,60.91,04-04-2026,Average
E2190,David Wilson,Finance,22,0.62,38,99.5,05-04-2026,Excellent
E2191,Olivia Thomas,HR,44,3.16,49,70.96,06-04-2026,Average
E2192,Sarah Lee,Sales,21,3.57,35,75.17,07-04-2026,Good
E2193,James Anderson,Marketing,49,4.26,32,71.04,08-04-2026,Average
E2194,Sophia Martinez,HR,21,2.2,33,69.22,09-04-2026,Average
E2195,Olivia Thomas,IT,29,2.6,39,93.54,10-04-2026,Excellent
E2196,James Anderson,Marketing,43,2.91,37,72.49,11-04-2026,Average
E2197,Robert Brown,Marketing,16,4.68,38,94.4,12-04-2026,Excellent
E2198,John Doe,Finance,21,4.43,48,80.49,13-04-2026,Good
E2199,Jane Smith,Sales,21,2.05,34,83.86,14-04-2026,Good
E2200,Sophia Martinez,Sales,15,3.82,33,91.81,15-04-2026,Excellent
E2201,John Doe,Finance,34,0.93,38,80.16,16-04-2026,Good
E2202,Sophia Martinez,Sales,17,3.86,47,94.9,17-04-2026,Excellent
E2203,John Doe,IT,13,4.31,48,88.5,18-04-2026,Good
E2204,Jane Smith,HR,39,3.08,42,84.95,19-04-2026,Good
E2205,James Anderson,HR,38,0.99,34,74.69,20-04-2026,Average
E2206,Emily Davis,Sales,40,4.58,39,93.4,21-04-2026,Excellent
E2207,Sophia Martinez,HR,49,4.48,33,98.22,22-04-2026,Excellent
E2208,Robert Brown,Sales,44,3.03,37,98.18,23-04-2026,Excellent
E2209,Robert Brown,IT,16,0.57,41,76.75,24-04-2026,Good
E2210,Jane Smith,Marketing,25,4.08,39,78.07,25-04-2026,Good
E2211,Jane Smith,IT,26,3.54,49,74.29,26-04-2026,Average
E2212,Sophia Martinez,Finance,17,3.48,48,83.04,27-04-2026,Good
E2213,Sophia Martinez,HR,18,1.77,41,63.54,28-04-2026,Average
E2214,Robert Brown,Marketing,17,1.12,47,63.72,29-04-2026,Average
E2215,Olivia Thomas,HR,36,2.31,41,63.39,30-04-2026,Average
E2216,Robert Brown,Marketing,38,1.42,33,66.03,01-05-2026,Average
E2217,Emily Davis,Marketing,18,2.98,39,70.44,02-05-2026,Average
E2218,John Doe,Sales,37,0.53,42,98.94,03-05-2026,Excellent
E2219,Michael Johnson,IT,42,2.35,42,60.01,04-05-2026,Average
E2220,David Wilson,IT,20,1.53,48,74.13,05-05-2026,Average
E2221,John Doe,Sales,27,4.58,30,78.22,06-05-2026,Good
E2222,Sarah Lee,IT,11,0.83,43,80.57,07-05-2026,Good
E2223,Jane Smith,HR,29,3.59,42,62.01,08-05-2026,Average
E2224,Emily Davis,Marketing,36,3.67,44,95.35,09-05-2026,Excellent
E2225,Jane Smith,HR,24,0.93,50,98.48,10-05-2026,Excellent
E2226,Sophia Martinez,IT,24,1.37,50,95.52,11-05-2026,Excellent
E2227,Jane Smith,HR,20,0.65,30,93.59,12-05-2026,Excellent
E2228,Sophia Martinez,Marketing,21,3.15,46,80.82,13-05-2026,Good
E2229,James Anderson,IT,15,2.66,32,91.23,14-05-2026,Excellent
E2230,David Wilson,IT,28,4.56,41,73.36,15-05-2026,Average
E2231,James Anderson,Sales,10,3.63,41,66.12,16-05-2026,Average
E2232,Sophia Martinez,Finance,27,3.28,36,88.74,17-05-2026,Good
E2233,Robert Brown,Sales,31,4.21,41,80.44,18-05-2026,Good
E2234,James Anderson,IT,10,2.35,31,87.04,19-05-2026,Good
E2235,Robert Brown,Finance,31,1.05,31,94.01,20-05-2026,Excellent
E2236,John Doe,Sales,30,1.29,30,87.16,21-05-2026,Good
E2237,Sophia Martinez,Sales,29,1.73,31,74.85,22-05-2026,Average
E2238,Michael Johnson,Marketing,26,3.79,35,67.27,23-05-2026,Average
E2239,Sarah Lee,Marketing,36,2.69,36,98.74,24-05-2026,Excellent
E2240,Olivia Thomas,Marketing,42,3.1,49,74.9,25-05-2026,Average
E2241,Olivia Thomas,HR,28,1.99,38,94.79,26-05-2026,Excellent
E2242,Sarah Lee,Finance,11,2.69,40,94.24,27-05-2026,Excellent
E2243,James Anderson,IT,25,0.85,33,88.22,28-05-2026,Good
E2244,Robert Brown,IT,39,0.8,48,91.56,29-05-2026,Excellent
E2245,John Doe,IT,50,3.13,40,97.47,30-05-2026,Excellent
E2246,James Anderson,Sales,44,4.35,43,91.19,31-05-2026,Excellent
E2247,Sophia Martinez,Marketing,31,4.9,38,77.01,01-06-2026,Good
E2248,Robert Brown,Sales,42,2.14,34,65.73,02-06-2026,Average
E2249,Olivia Thomas,Marketing,30,4.53,48,86.76,03-06-2026,Good
E2250,Olivia Thomas,HR,42,0.83,38,88.54,04-06-2026,Good
E2251,Emily Davis,Sales,49,1.61,38,87.83,05-06-2026,Good
E2252,Sarah Lee,Finance,28,0.97,48,77.47,06-06-2026,Good
E2253,Robert Brown,Finance,46,2.95,38,60.7,07-06-2026,Average
E2254,Michael Johnson,HR,25,0.87,50,67.68,08-06-2026,Average
E2255,Sophia Martinez,Marketing,17,1.92,34,70.26,09-06-2026,Average
E2256,Sophia Martinez,IT,39,0.54,39,83.22,10-06-2026,Good
E2257,David Wilson,Sales,20,0.79,32,97.2,11-06-2026,Excellent
E2258,Sophia Martinez,Marketing,11,2.44,50,89.28,12-06-2026,Good
E2259,Sophia Martinez,Marketing,23,1.98,46,72.59,13-06-2026,Average
E2260,John Doe,HR,19,2.79,46,99.84,14-06-2026,Excellent
E2261,David Wilson,HR,17,2.13,32,65.74,15-06-2026,Average
E2262,Olivia Thomas,Marketing,41,4.06,35,88.37,16-06-2026,Good
E2263,James Anderson,HR,33,3.19,33,81.86,17-06-2026,Good
E2264,Sophia Martinez,Marketing,32,3.53,36,77.42,18-06-2026,Good
E2265,Sophia Martinez,HR,29,2.72,40,93.66,19-06-2026,Excellent
E2266,Robert Brown,IT,15,3.78,36,64.2,20-06-2026,Average
E2267,David Wilson,Finance,19,4.43,32,63.71,21-06-2026,Average
E2268,Sarah Lee,Marketing,31,3.15,34,79.21,22-06-2026,Good
E2269,Sarah Lee,HR,44,0.66,33,87.95,23-06-2026,Good
E2270,Jane Smith,HR,17,3.53,43,84.69,24-06-2026,Good
E2271,Sophia Martinez,Finance,35,3.33,37,92.35,25-06-2026,Excellent
E2272,James Anderson,Sales,29,2.51,41,89.91,26-06-2026,Good
E2273,James Anderson,Sales,20,3.87,49,81.85,27-06-2026,Good
E2274,Sarah Lee,Finance,50,4.42,42,69.1,28-06-2026,Average
E2275,Emily Davis,Marketing,42,3.35,47,71.61,29-06-2026,Average
E2276,John Doe,IT,42,4.59,33,81.84,30-06-2026,Good
E2277,Olivia Thomas,IT,41,0.75,32,66.27,01-07-2026,Average
E2278,Jane Smith,HR,34,2.01,41,71.26,02-07-2026,Average
E2279,James Anderson,Sales,50,0.52,49,69.62,03-07-2026,Average
E2280,Sophia Martinez,Finance,48,4.8,41,94.76,04-07-2026,Excellent
E2281,David Wilson,Finance,38,1.73,49,69.89,05-07-2026,Average
E2282,David Wilson,IT,23,2.63,38,98.03,06-07-2026,Excellent
E2283,Robert Brown,Sales,24,3.95,35,83.52,07-07-2026,Good
E2284,Jane Smith,Sales,27,0.83,30,89.46,08-07-2026,Good
E2285,Sarah Lee,Finance,27,0.72,31,99.47,09-07-2026,Excellent
E2286,Olivia Thomas,Marketing,40,4.79,41,94.63,10-07-2026,Excellent
E2287,Jane Smith,HR,27,2.43,38,79.7,11-07-2026,Good
E2288,Jane Smith,IT,25,4.42,50,89.97,12-07-2026,Good
E2289,Sarah Lee,Sales,44,2.21,46,79.9,13-07-2026,Good
E2290,David Wilson,HR,20,1.49,33,94.68,14-07-2026,Excellent
E2291,David Wilson,Marketing,46,2.37,49,67.96,15-07-2026,Average
E2292,Sarah Lee,IT,10,2.5,32,74.13,16-07-2026,Average
E2293,John Doe,Finance,28,2.78,39,66.25,17-07-2026,Average
E2294,Robert Brown,Sales,40,4.33,30,62.23,18-07-2026,Average
E2295,Jane Smith,Finance,33,4,49,85.47,19-07-2026,Good
E2296,James Anderson,HR,37,2.5,42,74.65,20-07-2026,Average
E2297,Sophia Martinez,Sales,26,2.66,43,77.14,21-07-2026,Good
E2298,James Anderson,Sales,35,2.23,49,68.71,22-07-2026,Average
E2299,Jane Smith,Finance,25,1,33,95.88,23-07-2026,Excellent
E2300,Olivia Thomas,Sales,31,4.44,50,60.55,24-07-2026,Average
E2301,Jane Smith,Sales,31,2.43,31,95.75,25-07-2026,Excellent
E2302,John Doe,Marketing,23,4.59,30,62.99,26-07-2026,Average
E2303,Emily Davis,Finance,38,3.37,31,78.37,27-07-2026,Good
E2304,James Anderson,HR,45,1.22,34,97.05,28-07-2026,Excellent
E2305,Michael Johnson,Sales,29,1.48,42,64.84,29-07-2026,Average
E2306,Sophia Martinez,Marketing,32,3.01,30,81.09,30-07-2026,Good
E2307,David Wilson,HR,32,1.68,46,76.83,31-07-2026,Good
E2308,Jane Smith,IT,42,2.38,42,72.37,01-08-2026,Average
E2309,Sophia Martinez,HR,48,4.27,49,65.56,02-08-2026,Average
E2310,Emily Davis,Sales,45,3.95,48,72.49,03-08-2026,Average
E2311,James Anderson,IT,43,4.54,32,98.18,04-08-2026,Excellent
E2312,Sophia Martinez,Marketing,18,3.37,33,73.24,05-08-2026,Average
E2313,Sarah Lee,Finance,38,1.39,34,68.3,06-08-2026,Average
E2314,John Doe,Marketing,47,4.54,47,71.34,07-08-2026,Average
E2315,John Doe,Finance,44,4.89,41,61.57,08-08-2026,Average
E2316,John Doe,IT,18,1.91,35,70.13,09-08-2026,Average
E2317,James Anderson,HR,20,2.91,45,86.02,10-08-2026,Good
E2318,John Doe,Sales,45,3.66,32,73.44,11-08-2026,Average
E2319,Olivia Thomas,Finance,14,4.39,44,88.48,12-08-2026,Good
E2320,Emily Davis,Sales,11,4.02,47,84,13-08-2026,Good
E2321,Olivia Thomas,HR,38,3,43,72.43,14-08-2026,Average
E2322,John Doe,Sales,23,0.73,46,67.3,15-08-2026,Average
E2323,Jane Smith,IT,45,2.07,50,63.63,16-08-2026,Average
E2324,Sophia Martinez,HR,47,2.61,42,74.85,17-08-2026,Average
E2325,James Anderson,IT,10,4.29,47,79.05,18-08-2026,Good
E2326,John Doe,HR,16,4.04,33,89.62,19-08-2026,Good
E2327,Emily Davis,IT,39,4.35,37,93.27,20-08-2026,Excellent
E2328,Sarah Lee,Sales,46,4.41,39,66.22,21-08-2026,Average
E2329,Michael Johnson,HR,25,4.61,42,90.92,22-08-2026,Excellent
E2330,James Anderson,Sales,24,4.74,41,64.69,23-08-2026,Average
E2331,Emily Davis,Sales,16,3.47,43,73.79,24-08-2026,Average
E2332,Sarah Lee,HR,46,3.88,41,61.07,25-08-2026,Average
E2333,Sophia Martinez,Sales,41,3.47,50,83.92,26-08-2026,Good
E2334,Robert Brown,Marketing,13,0.92,44,98.68,27-08-2026,Excellent
E2335,Sophia Martinez,Marketing,46,1.65,35,93.37,28-08-2026,Excellent
E2336,Sophia Martinez,Marketing,14,2.07,45,98,29-08-2026,Excellent
E2337,Jane Smith,Finance,13,4.95,43,63.66,30-08-2026,Average
E2338,David Wilson,Sales,22,4.5,47,65.28,31-08-2026,Average
E2339,Jane Smith,Sales,39,1.86,35,99.8,01-09-2026,Excellent
E2340,Robert Brown,Sales,12,1.62,45,66.96,02-09-2026,Average
E2341,Emily Davis,Marketing,37,0.76,37,65.47,03-09-2026,Average
E2342,Michael Johnson,Sales,20,0.93,48,80.06,04-09-2026,Good
E2343,Michael Johnson,Marketing,28,3.45,39,97.83,05-09-2026,Excellent
E2344,David Wilson,IT,47,2.9,50,74.62,06-09-2026,Average
E2345,Emily Davis,Sales,25,0.54,37,95.06,07-09-2026,Excellent
E2346,Michael Johnson,HR,11,4.09,30,87.41,08-09-2026,Good
E2347,Jane Smith,HR,49,4.21,35,98.95,09-09-2026,Excellent
E2348,Michael Johnson,Marketing,41,0.67,46,95.08,10-09-2026,Excellent
E2349,Robert Brown,HR,42,0.7,40,60.94,11-09-2026,Average
E2350,Jane Smith,Sales,43,4.37,38,87.57,12-09-2026,Good
E2351,Robert Brown,Sales,40,1.37,40,75.34,13-09-2026,Good
E2352,John Doe,Marketing,48,3.19,50,70.15,14-09-2026,Average
E2353,Jane Smith,Sales,18,4.49,41,61.98,15-09-2026,Average
E2354,Emily Davis,Marketing,17,4.96,44,69.47,16-09-2026,Average
E2355,James Anderson,HR,41,0.94,33,60.67,17-09-2026,Average
E2356,Michael Johnson,Finance,23,3.41,47,91.42,18-09-2026,Excellent
E2357,Michael Johnson,IT,10,2.41,30,83.55,19-09-2026,Good
E2358,David Wilson,Marketing,37,1.74,34,82.33,20-09-2026,Good
E2359,Sarah Lee,Sales,50,4.82,43,97.44,21-09-2026,Excellent
E2360,James Anderson,HR,39,4.51,41,90.23,22-09-2026,Excellent
E2361,David Wilson,Finance,32,4.22,43,66.77,23-09-2026,Average
E2362,Jane Smith,HR,24,4.98,34,79.59,24-09-2026,Good
E2363,James Anderson,Sales,24,3.98,33,91.12,25-09-2026,Excellent
E2364,Robert Brown,Sales,13,1.77,40,77.58,26-09-2026,Good
E2365,Olivia Thomas,Sales,46,4.8,41,63.35,27-09-2026,Average
E2366,Sophia Martinez,Sales,31,2.06,50,64.22,28-09-2026,Average
E2367,Michael Johnson,Sales,17,1.79,39,84.41,29-09-2026,Good
E2368,Emily Davis,Marketing,46,0.62,32,61.48,30-09-2026,Average
E2369,Jane Smith,Marketing,47,2.52,44,93.67,01-10-2026,Excellent
E2370,Jane Smith,IT,18,1.42,41,66.9,02-10-2026,Average
E2371,Olivia Thomas,Marketing,25,1.01,34,92.31,03-10-2026,Excellent
E2372,Michael Johnson,HR,11,3.28,48,82.79,04-10-2026,Good
E2373,David Wilson,Finance,15,2.09,50,84.57,05-10-2026,Good
E2374,John Doe,Finance,44,2.43,43,77.99,06-10-2026,Good
E2375,James Anderson,HR,46,0.67,43,75.81,07-10-2026,Good
E2376,James Anderson,Finance,10,2.98,32,72.96,08-10-2026,Average
E2377,Jane Smith,Sales,30,2.75,36,65.59,09-10-2026,Average
E2378,James Anderson,HR,37,2.73,45,75.07,10-10-2026,Good
E2379,Olivia Thomas,HR,18,2.47,43,63.37,11-10-2026,Average
E2380,James Anderson,IT,43,1.08,34,90.51,12-10-2026,Excellent
E2381,John Doe,Marketing,18,1.27,44,72.39,13-10-2026,Average
E2382,John Doe,Finance,25,1.32,37,99.51,14-10-2026,Excellent
E2383,David Wilson,HR,43,2.47,34,81.46,15-10-2026,Good
E2384,Olivia Thomas,Finance,41,2.7,47,92.53,16-10-2026,Excellent
E2385,John Doe,HR,27,3.1,48,75.42,17-10-2026,Good
E2386,Emily Davis,IT,10,3.08,39,75.69,18-10-2026,Good
E2387,Sophia Martinez,Marketing,35,4.29,30,70.38,19-10-2026,Average
E2388,Emily Davis,Finance,39,0.76,48,99.98,20-10-2026,Excellent
E2389,Robert Brown,Marketing,26,4.01,40,97.72,21-10-2026,Excellent
E2390,Olivia Thomas,IT,32,3.01,38,76.65,22-10-2026,Good
E2391,Michael Johnson,Sales,37,2.47,34,80.68,23-10-2026,Good
E2392,James Anderson,IT,24,3.39,37,73.17,24-10-2026,Average
E2393,Sarah Lee,Sales,38,4.12,45,87.03,25-10-2026,Good
E2394,Michael Johnson,Sales,16,3.72,36,61.14,26-10-2026,Average
E2395,Sarah Lee,Finance,39,1.81,34,78.54,27-10-2026,Good
E2396,David Wilson,Sales,27,3.62,31,69.74,28-10-2026,Average
E2397,Robert Brown,Sales,45,0.92,37,92.62,29-10-2026,Excellent
E2398,James Anderson,Sales,48,4.34,35,99.34,30-10-2026,Excellent
E2399,Sophia Martinez,IT,37,3.82,44,81.4,31-10-2026,Good
E2400,Olivia Thomas,IT,40,3.43,40,66.56,01-11-2026,Average
E2401,David Wilson,Sales,47,2.97,37,82.41,02-11-2026,Good
E2402,David Wilson,Finance,50,3,50,78.77,03-11-2026,Good
E2403,Olivia Thomas,Marketing,32,3.37,36,83.97,04-11-2026,Good
E2404,Olivia Thomas,Marketing,45,2.84,43,65.41,05-11-2026,Average
E2405,Olivia Thomas,HR,48,2.83,40,92.22,06-11-2026,Excellent
E2406,Emily Davis,Finance,21,2.18,36,62.81,07-11-2026,Average
E2407,James Anderson,HR,15,2.55,39,87.77,08-11-2026,Good
E2408,Olivia Thomas,HR,35,4.32,38,73.13,09-11-2026,Average
E2409,Olivia Thomas,IT,28,1.41,46,88.87,10-11-2026,Good
E2410,John Doe,IT,23,1.26,39,72.18,11-11-2026,Average
E2411,Olivia Thomas,Sales,40,0.92,49,67.28,12-11-2026,Average
E2412,David Wilson,Marketing,14,3.73,45,87.78,13-11-2026,Good
E2413,Olivia Thomas,Marketing,14,3.74,39,86.27,14-11-2026,Good
E2414,Robert Brown,Marketing,21,4.35,43,78.93,15-11-2026,Good
E2415,Sophia Martinez,Finance,41,2.49,48,79.31,16-11-2026,Good
E2416,Sarah Lee,Finance,11,1.56,39,81.65,17-11-2026,Good
E2417,Sophia Martinez,Sales,44,1.34,31,69.65,18-11-2026,Average
E2418,Jane Smith,IT,38,2.12,46,66.52,19-11-2026,Average
E2419,John Doe,Sales,44,1.75,43,68.42,20-11-2026,Average
E2420,James Anderson,Finance,32,1.21,31,78.8,21-11-2026,Good
E2421,Emily Davis,IT,45,0.82,42,88.97,22-11-2026,Good
E2422,Michael Johnson,Marketing,32,1.48,41,70.04,23-11-2026,Average
E2423,Jane Smith,HR,31,2.04,44,96.63,24-11-2026,Excellent
E2424,Sarah Lee,Sales,14,3.28,35,65.31,25-11-2026,Average
E2425,Sophia Martinez,Sales,50,2.08,37,76.21,26-11-2026,Good
E2426,Emily Davis,Sales,42,1.01,45,84.49,27-11-2026,Good
E2427,Sophia Martinez,IT,10,4.32,36,96.56,28-11-2026,Excellent
E2428,Sophia Martinez,Sales,15,1.65,41,68.34,29-11-2026,Average
E2429,David Wilson,Sales,46,3.58,31,89.54,30-11-2026,Good
E2430,Olivia Thomas,HR,49,0.74,39,92.75,01-12-2026,Excellent
E2431,John Doe,Sales,27,2.34,33,75.15,02-12-2026,Good
E2432,John Doe,Sales,46,2.06,39,93.19,03-12-2026,Excellent
E2433,Olivia Thomas,Sales,28,0.98,34,68.12,04-12-2026,Average
E2434,Sophia Martinez,Marketing,38,0.69,36,67.09,05-12-2026,Average
E2435,Emily Davis,Marketing,50,1.27,34,69.8,06-12-2026,Average
E2436,Emily Davis,Marketing,14,0.66,35,95.52,07-12-2026,Excellent
E2437,David Wilson,Marketing,22,4.2,37,89.13,08-12-2026,Good
E2438,Sarah Lee,IT,46,2.98,36,75.34,09-12-2026,Good
E2439,Jane Smith,HR,28,0.72,43,99.1,10-12-2026,Excellent
E2440,James Anderson,IT,16,1.85,32,77.06,11-12-2026,Good
E2441,Sophia Martinez,Sales,28,1.34,38,88.78,12-12-2026,Good
E2442,Michael Johnson,IT,21,2.72,46,73.71,13-12-2026,Average
E2443,Robert Brown,HR,15,1.93,45,74.48,14-12-2026,Average
E2444,James Anderson,Marketing,37,3.85,41,72.35,15-12-2026,Average
E2445,Sarah Lee,Finance,49,4.19,39,85.04,16-12-2026,Good
E2446,Jane Smith,HR,12,1.98,43,66.81,17-12-2026,Average
E2447,Sarah Lee,Finance,42,4.86,32,98.31,18-12-2026,Excellent
E2448,Jane Smith,HR,39,4.55,40,67.21,19-12-2026,Average
E2449,Michael Johnson,Marketing,49,4.52,33,63.49,20-12-2026,Average
E2450,Emily Davis,Sales,45,4.08,31,69.07,21-12-2026,Average
E2451,David Wilson,Sales,24,2.76,38,65.41,22-12-2026,Average
E2452,Olivia Thomas,Finance,13,1.92,36,92.98,23-12-2026,Excellent
E2453,Michael Johnson,Marketing,40,2.52,37,72.41,24-12-2026,Average
E2454,Robert Brown,IT,22,2.06,47,93.78,25-12-2026,Excellent
E2455,Sophia Martinez,Marketing,36,2.21,36,63.87,26-12-2026,Average
E2456,Michael Johnson,IT,35,2.37,31,96.46,27-12-2026,Excellent
E2457,John Doe,HR,36,3.87,30,67.06,28-12-2026,Average
E2458,Emily Davis,HR,36,4.81,36,97,29-12-2026,Excellent
E2459,Sarah Lee,IT,23,3.32,32,70.35,30-12-2026,Average
E2460,John Doe,Sales,38,2.88,37,60.95,31-12-2026,Average
E2461,Emily Davis,IT,42,2.98,32,80.19,01-01-2027,Good
E2462,James Anderson,Sales,19,4.86,39,62.1,02-01-2027,Average
E2463,Sarah Lee,Sales,40,1.51,30,96.49,03-01-2027,Excellent
E2464,Jane Smith,Sales,33,0.54,45,73.16,04-01-2027,Average
E2465,Olivia Thomas,Marketing,48,3.19,39,89.6,05-01-2027,Good
E2466,John Doe,Finance,30,1.4,32,65.7,06-01-2027,Average
E2467,Emily Davis,HR,47,1.7,31,81.41,07-01-2027,Good
E2468,Olivia Thomas,HR,16,2.2,43,85.26,08-01-2027,Good
E2469,Jane Smith,Marketing,44,0.6,50,69.02,09-01-2027,Average
E2470,Olivia Thomas,Sales,18,0.7,39,66.17,10-01-2027,Average
E2471,Michael Johnson,Finance,45,0.83,39,66.99,11-01-2027,Average
E2472,Robert Brown,HR,23,2.45,38,77.28,12-01-2027,Good
E2473,Olivia Thomas,IT,16,4.56,38,97.11,13-01-2027,Excellent
E2474,Jane Smith,HR,50,1.78,47,95.16,14-01-2027,Excellent
E2475,John Doe,HR,43,1.05,37,84.29,15-01-2027,Good
E2476,Sarah Lee,IT,47,1.24,48,80.25,16-01-2027,Good
E2477,Michael Johnson,Marketing,46,2.16,35,99.48,17-01-2027,Excellent
E2478,Olivia Thomas,Finance,19,1.23,34,91.87,18-01-2027,Excellent
E2479,Emily Davis,Marketing,35,3.12,35,99.24,19-01-2027,Excellent
E2480,Michael Johnson,Sales,11,2.28,40,62.81,20-01-2027,Average
E2481,Sarah Lee,IT,14,4.06,32,61.72,21-01-2027,Average
E2482,Sophia Martinez,Finance,22,2.28,36,99.79,22-01-2027,Excellent
E2483,Olivia Thomas,Marketing,21,3.16,35,77.64,23-01-2027,Good
